cust_id	sales_total	num_of_orders	gender
101170	1374.45	7	M
101171	1855.37	10	F
101172	2141.70	12	F
101173	879.94	4	M
101174	1387.42	7	F
101175	1669.88	9	M
101176	800.41	4	M
101177	1630.78	9	F
101178	2397.14	13	M
101179	1645.82	9	M
101180	2343.46	13	M
101181	817.33	4	M
101182	1294.40	7	M
101183	2021.08	11	M
101184	1812.61	10	F
101185	1656.65	9	F
101186	2379.50	13	F
101187	961.89	5	M
101188	2019.41	11	F
101189	1692.11	9	M
101190	1849.11	10	M
101191	1677.55	9	M
101192	1040.59	5	F
101193	1694.95	9	M
101194	1388.42	7	M
101195	1371.13	7	M
101196	1474.87	8	F
101197	2148.35	12	F
101198	1651.16	9	F
101199	1638.98	9	F
101200	1173.85	6	M
101201	1706.32	9	M
101202	1725.53	9	F
101203	1848.50	10	M
101204	2193.05	12	F
101205	1349.51	7	M
101206	1833.23	10	M
101207	2884.95	16	F
101208	782.73	4	M
101209	2164.21	12	M
101210	2022.61	11	F
101211	1879.84	10	F
101212	1465.68	8	F
101213	1874.54	10	M
101214	796.52	4	F
101215	1036.05	5	F
101216	1644.74	9	F
101217	1211.85	6	F
101218	2015.71	11	M
101219	1356.27	7	M
101220	2062.29	11	M
101221	1543.24	8	M
101222	1505.71	8	M
101223	2148.14	12	F
101224	2332.96	13	M
101225	2165.71	12	F
101226	2354.67	13	M
101227	800.14	4	F
101228	2195.53	12	F
101229	1292.79	7	F
101230	2389.75	13	F
101231	1321.82	7	M
101232	1634.37	9	M
101233	2380.26	13	M
101234	1198.16	6	M
101235	2234.03	12	F
101236	1812.29	10	M
101237	852.25	4	F
101238	1673.24	9	F
101239	1152.69	6	F
101240	1695.04	9	F
101241	1540.94	8	F
101242	2388.87	13	F
101243	833.57	4	F
101244	1210.74	6	M
101245	1322.51	7	M
101246	1161.20	6	M
101247	1987.26	11	M
101248	1510.63	8	F
101249	1692.01	9	F
101250	1975.80	11	F
101251	1022.27	5	M
101252	995.28	5	F
101253	2374.90	13	F
101254	1635.55	9	M
101255	1672.80	9	M
101256	1312.41	7	F
101257	2000.72	11	F
101258	1686.93	9	F
101259	1309.60	7	F
101260	1556.72	8	F
101261	2365.90	13	F
101262	2397.25	13	F
101263	2206.63	12	F
101264	1378.13	7	F
101265	1644.41	9	F
101266	2577.03	14	F
101267	997.77	5	F
101268	2323.58	13	F
101269	1465.26	8	M
101270	796.17	4	M
101271	1630.79	9	M
101272	520.21	2	M
101273	2235.44	12	M
101274	1827.44	10	F
101275	1474.73	8	F
101276	1632.46	9	M
101277	1462.24	8	F
101278	1380.82	7	M
101279	1823.13	10	F
101280	2386.89	13	M
101281	1520.64	8	M
101282	2148.02	12	M
101283	1673.90	9	F
101284	2237.38	12	F
101285	1499.51	8	F
101286	1505.21	8	M
101287	1681.28	9	F
101288	1505.11	8	F
101289	1464.57	8	M
101290	1978.38	11	M
101291	2705.22	15	M
101292	830.96	4	F
101293	1356.55	7	M
101294	1462.21	8	M
101295	2316.20	13	M
101296	1641.53	9	F
101297	1983.01	11	M
101298	2368.41	13	F
101299	2575.45	14	M
101300	1878.76	10	F
101301	1340.14	7	M
101302	695.62	3	F
101303	1495.02	8	M
101304	2010.45	11	F
101305	990.97	5	F
101306	1815.59	10	F
101307	1858.45	10	M
101308	1159.43	6	F
101309	1490.68	8	M
101310	1513.65	8	F
101311	1886.97	10	F
101312	1875.63	10	F
101313	2575.37	14	M
101314	2026.57	11	M
101315	463.53	2	M
101316	1362.87	7	M
101317	2392.56	13	M
101318	1802.08	10	F
101319	2153.71	12	M
101320	1490.03	8	F
101321	1300.07	7	F
101322	1308.97	7	F
101323	1802.33	10	M
101324	2008.45	11	F
101325	1486.50	8	M
101326	1545.52	8	F
101327	2175.65	12	F
101328	1345.77	7	M
101329	2856.96	16	M
101330	1361.88	7	M
101331	1144.46	6	F
101332	2343.04	13	M
101333	825.07	4	F
101334	1849.63	10	F
101335	1141.19	6	F
101336	1887.91	10	M
101337	1630.50	9	F
101338	1691.21	9	F
101339	1635.31	9	M
101340	1031.94	5	F
101341	1679.45	9	F
101342	1332.67	7	F
101343	2387.68	13	M
101344	484.89	2	M
101345	1649.40	9	M
101346	472.50	2	M
101347	1677.14	9	F
101348	2145.23	12	F
101349	1524.71	8	M
101350	1321.76	7	M
101351	2049.01	11	F
101352	1170.79	6	M
101353	2028.59	11	F
101354	656.90	3	F
101355	2000.81	11	F
101356	2183.93	12	M
101357	1544.46	8	M
101358	957.73	5	M
101359	877.92	4	M
101360	1511.06	8	F
101361	1489.93	8	F
101362	1151.28	6	F
101363	1866.02	10	M
101364	1557.10	8	M
101365	1899.71	10	F
101366	1132.62	6	F
101367	1552.65	8	M
101368	1870.35	10	F
101369	1864.27	10	F
101370	952.00	5	M
101371	1525.42	8	F
101372	2729.94	15	F
101373	1338.35	7	F
101374	1655.13	9	F
101375	2237.49	12	M
101376	1544.45	8	F
101377	2230.49	12	F
101378	1495.70	8	M
101379	1520.27	8	F
101380	1304.22	7	F
101381	1678.67	9	M
101382	1897.61	10	F
101383	1865.48	10	F
101384	1529.75	8	F
101385	1665.54	9	M
101386	662.89	3	M
101387	620.46	3	M
101388	1639.08	9	F
101389	1031.76	5	M
101390	1859.52	10	M
101391	1876.96	10	M
101392	1476.34	8	F
101393	2488.47	14	M
101394	1481.06	8	M
101395	2009.78	11	F
101396	1509.46	8	F
101397	1386.49	7	F
101398	2000.56	11	M
101399	1296.78	7	F
101400	2397.66	13	F
101401	1882.95	10	F
101402	1348.47	7	M
101403	1156.60	6	M
101404	1325.18	7	F
101405	2060.84	11	M
101406	1203.11	6	F
101407	1807.03	10	M
101408	1838.16	10	M
101409	2385.98	13	F
101410	1660.97	9	F
101411	1800.40	10	F
101412	489.41	2	M
101413	1972.46	11	F
101414	1987.78	11	F
101415	1871.66	10	M
101416	1889.86	10	M
101417	1322.46	7	F
101418	1337.64	7	F
101419	1661.97	9	F
101420	1815.98	10	F
101421	827.98	4	M
101422	1809.05	10	F
101423	861.00	4	F
101424	1144.87	6	M
101425	2506.84	14	F
101426	2037.43	11	F
101427	1026.58	5	M
101428	2023.31	11	F
101429	1970.99	11	M
101430	2007.26	11	M
101431	1833.99	10	M
101432	1164.21	6	M
101433	2510.25	14	F
101434	1640.20	9	F
101435	2021.50	11	M
101436	1046.79	5	F
101437	2567.85	14	F
101438	1049.99	5	M
101439	2213.39	12	M
101440	1854.77	10	F
101441	1304.97	7	F
101442	1329.42	7	F
101443	1674.38	9	M
101444	704.21	3	M
101445	1483.36	8	M
101446	1897.14	10	M
101447	1546.69	8	M
101448	2001.08	11	F
101449	1693.53	9	M
101450	1170.78	6	F
101451	2161.16	12	M
101452	2029.47	11	F
101453	1684.80	9	F
101454	1361.02	7	F
101455	3053.62	17	M
101456	2232.25	12	M
101457	867.16	4	F
101458	961.76	5	F
101459	2186.69	12	M
101460	1165.21	6	M
101461	1008.30	5	M
101462	2402.40	13	M
101463	2006.00	11	M
101464	2665.30	15	F
101465	1477.32	8	M
101466	1635.39	9	F
101467	1211.39	6	M
101468	1699.86	9	M
101469	1970.33	11	F
101470	1337.02	7	M
101471	1888.98	10	M
101472	1324.48	7	M
101473	2544.18	14	F
101474	1356.46	7	F
101475	1354.32	7	M
101476	2355.35	13	M
101477	2143.66	12	M
101478	2401.22	13	M
101479	1692.23	9	M
101480	1334.85	7	F
101481	654.16	3	F
101482	1360.10	7	F
101483	1529.23	8	F
101484	1321.73	7	M
101485	1805.57	10	M
101486	1213.90	6	F
101487	1546.22	8	M
101488	980.81	5	F
101489	1672.78	9	M
101490	2234.12	12	M
101491	809.14	4	M
101492	2546.65	14	M
101493	1485.16	8	M
101494	2056.74	11	M
101495	1667.13	9	F
101496	1533.58	8	M
101497	1492.63	8	M
101498	1015.67	5	M
101499	2482.01	14	F
101500	1656.60	9	F
101501	1290.67	7	M
101502	1181.35	6	F
101503	1018.08	5	F
101504	1045.26	5	M
101505	1555.95	8	M
101506	1151.65	6	M
101507	342.67	1	M
101508	1290.20	7	F
101509	1486.08	8	F
101510	1478.46	8	M
101511	1661.95	9	F
101512	1652.43	9	M
101513	1992.62	11	M
101514	1642.16	9	M
101515	1818.35	10	M
101516	2146.66	12	M
101517	1144.56	6	M
101518	2408.77	13	F
101519	1371.40	7	M
101520	1136.50	6	F
101521	1872.93	10	F
101522	1642.48	9	M
101523	2038.24	11	M
101524	1495.56	8	M
101525	1853.27	10	F
101526	1162.72	6	F
101527	2015.27	11	F
101528	1367.18	7	M
101529	2349.80	13	F
101530	2353.65	13	F
101531	1722.01	9	F
101532	1809.14	10	F
101533	2319.75	13	M
101534	1139.15	6	M
101535	2156.96	12	M
101536	2381.62	13	M
101537	1195.72	6	F
101538	956.61	5	M
101539	1547.61	8	M
101540	1157.25	6	M
101541	1176.07	6	F
101542	1371.34	7	F
101543	788.75	4	M
101544	2324.26	13	F
101545	2337.82	13	M
101546	1558.70	8	F
101547	2018.99	11	F
101548	812.64	4	F
101549	1663.67	9	F
101550	1293.17	7	M
101551	1352.25	7	F
101552	973.50	5	M
101553	2177.67	12	F
101554	1485.13	8	M
101555	2014.71	11	F
101556	1843.58	10	F
101557	1886.99	10	M
101558	1120.37	6	M
101559	1038.34	5	F
101560	1827.76	10	M
101561	1315.36	7	M
101562	2670.71	15	M
101563	1142.95	6	M
101564	1184.71	6	M
101565	855.70	4	F
101566	1974.44	11	M
101567	1149.86	6	F
101568	1494.88	8	F
101569	1136.96	6	F
101570	1673.76	9	M
101571	1642.36	9	M
101572	2143.58	12	F
101573	1641.27	9	F
101574	950.38	5	M
101575	1031.74	5	M
101576	1727.26	9	M
101577	2154.14	12	F
101578	1984.19	11	M
101579	851.55	4	F
101580	1711.86	9	M
101581	1300.95	7	F
101582	2506.43	14	F
101583	1511.65	8	F
101584	1293.55	7	M
101585	2556.07	14	M
101586	2140.94	12	F
101587	2140.52	12	M
101588	1850.88	10	F
101589	1336.50	7	F
101590	1124.75	6	M
101591	2215.59	12	F
101592	1839.87	10	M
101593	660.14	3	F
101594	980.72	5	F
101595	1482.51	8	F
101596	2336.67	13	M
101597	1689.98	9	F
101598	1339.62	7	M
101599	2210.17	12	F
101600	1898.25	10	F
101601	996.69	5	F
101602	2232.16	12	M
101603	2059.57	11	F
101604	816.63	4	M
101605	1315.02	7	M
101606	455.15	2	F
101607	1814.33	10	M
101608	1349.05	7	F
101609	1828.14	10	M
101610	2172.08	12	M
101611	1197.40	6	M
101612	1805.74	10	M
101613	1475.95	8	F
101614	2048.32	11	F
101615	2395.35	13	M
101616	1517.94	8	M
101617	2028.32	11	M
101618	1691.97	9	F
101619	1841.38	10	F
101620	1314.30	7	M
101621	1800.84	10	F
101622	1304.53	7	F
101623	1131.74	6	F
101624	2667.26	15	M
101625	1815.71	10	F
101626	1293.82	7	F
101627	1339.64	7	M
101628	858.31	4	M
101629	1813.19	10	F
101630	1554.38	8	F
101631	1657.15	9	M
101632	863.55	4	F
101633	1845.73	10	M
101634	1705.73	9	M
101635	1524.44	8	M
101636	1664.74	9	F
101637	2179.91	12	M
101638	1860.13	10	M
101639	2228.13	12	F
101640	1894.37	10	M
101641	1709.23	9	F
101642	1811.54	10	M
101643	1550.63	8	M
101644	2013.48	11	M
101645	1324.17	7	F
101646	1015.13	5	M
101647	2012.16	11	M
101648	1721.77	9	F
101649	1500.22	8	F
101650	969.67	5	M
101651	2408.67	13	M
101652	1664.83	9	M
101653	1640.69	9	M
101654	1528.04	8	M
101655	2207.01	12	F
101656	1996.02	11	F
101657	1147.90	6	F
101658	2880.58	16	F
101659	1503.66	8	M
101660	1866.10	10	M
101661	3031.00	17	M
101662	867.44	4	F
101663	2033.47	11	M
101664	1157.45	6	F
101665	1548.79	8	F
101666	2066.91	11	F
101667	1351.71	7	M
101668	1863.72	10	F
101669	1499.76	8	F
101670	2532.45	14	F
101671	1837.73	10	M
101672	1307.02	7	F
101673	1467.12	8	F
101674	686.96	3	F
101675	1859.58	10	M
101676	1345.02	7	F
101677	1706.56	9	M
101678	2378.95	13	M
101679	1665.12	9	F
101680	2506.85	14	M
101681	2058.80	11	M
101682	1668.94	9	F
101683	2039.60	11	M
101684	2222.37	12	M
101685	1851.76	10	F
101686	1646.18	9	F
101687	2523.41	14	F
101688	981.02	5	M
101689	2193.44	12	F
101690	1820.98	10	M
101691	1183.55	6	F
101692	1665.90	9	M
101693	2177.81	12	F
101694	1817.40	10	F
101695	1700.74	9	F
101696	2015.42	11	M
101697	1855.22	10	F
101698	1673.66	9	M
101699	1683.32	9	F
101700	1815.47	10	M
101701	2055.19	11	M
101702	2039.38	11	M
101703	2398.15	13	F
101704	2066.66	11	F
101705	2035.14	11	F
101706	2170.00	12	F
101707	1641.43	9	M
101708	1992.86	11	F
101709	1292.77	7	F
101710	1365.29	7	F
101711	1356.67	7	M
101712	2191.35	12	M
101713	1146.13	6	M
101714	2026.35	11	M
101715	1027.78	5	F
101716	1891.64	10	F
101717	2056.10	11	M
101718	2500.88	14	F
101719	2322.11	13	M
101720	2006.47	11	M
101721	2318.89	13	F
101722	2186.74	12	F
101723	1813.59	10	F
101724	2562.30	14	M
101725	496.42	2	F
101726	1979.58	11	M
101727	1830.00	10	M
101728	1507.80	8	F
101729	1994.48	11	M
101730	1892.15	10	M
101731	2068.45	11	F
101732	2017.31	11	M
101733	1814.21	10	M
101734	1354.46	7	F
101735	1012.04	5	M
101736	1993.17	11	F
101737	1547.43	8	M
101738	1038.33	5	M
101739	319.53	1	F
101740	1880.94	10	F
101741	1372.66	7	M
101742	2154.75	12	M
101743	879.07	4	M
101744	957.60	5	F
101745	1847.42	10	M
101746	1646.69	9	F
101747	2174.46	12	M
101748	1467.72	8	M
101749	2568.71	14	F
101750	982.38	5	F
101751	1692.22	9	F
101752	822.20	4	M
101753	2165.56	12	M
101754	2543.96	14	F
101755	1541.91	8	M
101756	996.96	5	F
101757	1843.76	10	F
101758	2178.65	12	M
101759	1641.25	9	F
101760	1708.62	9	M
101761	1889.01	10	M
101762	1806.80	10	M
101763	1543.62	8	M
101764	1819.97	10	M
101765	971.66	5	F
101766	878.68	4	F
101767	1295.76	7	F
101768	1530.93	8	M
101769	1721.66	9	F
101770	2667.33	15	M
101771	951.18	5	M
101772	1701.57	9	M
101773	803.75	4	F
101774	2328.40	13	F
101775	2878.93	16	F
101776	1297.19	7	M
101777	1849.39	10	F
101778	1297.81	7	M
101779	1668.54	9	F
101780	1484.21	8	F
101781	1211.60	6	M
101782	1637.60	9	F
101783	2739.57	15	M
101784	1801.96	10	F
101785	1373.49	7	F
101786	490.87	2	F
101787	1180.81	6	M
101788	1179.80	6	F
101789	1879.96	10	M
101790	975.44	5	F
101791	1660.64	9	M
101792	1558.56	8	F
101793	1655.42	9	F
101794	1812.36	10	F
101795	1555.06	8	F
101796	1521.44	8	M
101797	2221.11	12	M
101798	1145.44	6	M
101799	1991.33	11	F
101800	1722.19	9	M
101801	2531.33	14	M
101802	792.24	4	M
101803	981.11	5	F
101804	2191.04	12	M
101805	2221.60	12	F
101806	1809.74	10	M
101807	1327.59	7	M
101808	1351.37	7	F
101809	2375.39	13	M
101810	1882.40	10	M
101811	2227.04	12	F
101812	1632.12	9	M
101813	1133.22	6	F
101814	1520.89	8	M
101815	1805.53	10	F
101816	1818.70	10	M
101817	2039.13	11	M
101818	2514.00	14	M
101819	1537.55	8	M
101820	1544.87	8	M
101821	1531.62	8	M
101822	1722.67	9	F
101823	2060.32	11	M
101824	1971.83	11	F
101825	1483.47	8	M
101826	1883.63	10	F
101827	1881.68	10	F
101828	794.35	4	F
101829	2042.05	11	M
101830	1988.06	11	F
101831	846.41	4	F
101832	2681.58	15	F
101833	1872.66	10	F
101834	1985.04	11	M
101835	1522.23	8	M
101836	1994.71	11	F
101837	2055.43	11	M
101838	2014.03	11	F
101839	1329.86	7	F
101840	3057.58	17	F
101841	1473.64	8	F
101842	2238.12	12	M
101843	1470.22	8	F
101844	1803.43	10	M
101845	1527.99	8	M
101846	2188.38	12	M
101847	1643.14	9	F
101848	1811.84	10	F
101849	2741.91	15	F
101850	851.26	4	M
101851	1832.38	10	F
101852	1021.90	5	F
101853	517.90	2	F
101854	2364.67	13	M
101855	1166.73	6	M
101856	1481.83	8	M
101857	793.60	4	M
101858	1820.08	10	M
101859	1643.86	9	M
101860	1702.60	9	M
101861	1670.29	9	M
101862	2321.47	13	M
101863	1691.40	9	M
101864	2376.73	13	F
101865	1486.98	8	F
101866	875.77	4	F
101867	1651.89	9	F
101868	1729.32	9	F
101869	708.81	3	F
101870	1375.19	7	M
101871	1523.12	8	M
101872	1637.07	9	F
101873	1691.05	9	F
101874	984.88	5	F
101875	1892.18	10	F
101876	1651.01	9	F
101877	1865.12	10	F
101878	1344.35	7	F
101879	1671.69	9	F
101880	2031.08	11	F
101881	2008.64	11	F
101882	1001.90	5	F
101883	1643.61	9	M
101884	1214.33	6	F
101885	1709.84	9	M
101886	1373.99	7	F
101887	2183.58	12	M
101888	2501.43	14	F
101889	2167.07	12	F
101890	1382.94	7	F
101891	2011.02	11	M
101892	1668.96	9	M
101893	2206.31	12	F
101894	1661.53	9	F
101895	1992.22	11	F
101896	1632.20	9	M
101897	2037.36	11	F
101898	1161.01	6	F
101899	1378.43	7	F
101900	1175.99	6	M
101901	2533.00	14	M
101902	1327.20	7	M
101903	2156.71	12	F
101904	2225.07	12	M
101905	2232.55	12	M
101906	2378.14	13	M
101907	708.32	3	M
101908	2349.19	13	M
101909	2032.11	11	M
101910	1197.86	6	M
101911	2035.78	11	F
101912	1179.28	6	F
101913	1557.77	8	F
101914	1989.31	11	F
101915	1503.96	8	M
101916	2519.14	14	F
101917	1899.57	10	M
101918	1896.62	10	M
101919	2063.67	11	M
101920	1556.36	8	M
101921	1647.33	9	M
101922	2026.94	11	F
101923	2563.29	14	F
101924	2219.92	12	F
101925	1648.07	9	M
101926	1004.45	5	F
101927	1479.56	8	F
101928	532.28	2	M
101929	1184.54	6	M
101930	1463.94	8	M
101931	2022.22	11	M
101932	1636.12	9	M
101933	1213.99	6	F
101934	1351.70	7	F
101935	2174.96	12	M
101936	2202.34	12	M
101937	1007.21	5	F
101938	271.90	1	F
101939	2215.26	12	F
101940	1514.20	8	M
101941	1197.03	6	F
101942	1714.29	9	M
101943	1358.17	7	F
101944	2567.25	14	M
101945	1702.30	9	F
101946	1657.69	9	F
101947	2892.07	16	F
101948	2019.13	11	M
101949	2069.52	11	F
101950	1461.35	8	M
101951	1678.40	9	F
101952	1522.29	8	M
101953	1355.35	7	F
101954	1297.28	7	F
101955	1991.32	11	F
101956	296.46	1	F
101957	693.81	3	F
101958	1003.13	5	F
101959	842.13	4	F
101960	489.78	2	F
101961	628.40	3	F
101962	690.76	3	F
101963	827.78	4	M
101964	665.14	3	F
101965	981.89	5	F
101966	517.61	2	M
101967	862.75	4	F
101968	865.83	4	M
101969	470.30	2	F
101970	530.22	2	M
101971	665.34	3	F
101972	1013.44	5	M
101973	615.16	3	M
101974	444.38	2	M
101975	640.91	3	F
101976	674.66	3	M
101977	859.36	4	M
101978	983.64	5	F
101979	819.86	4	F
101980	459.68	2	F
101981	640.01	3	M
101982	502.23	2	F
101983	833.55	4	F
101984	640.66	3	F
101985	961.45	5	F
101986	457.95	2	F
101987	612.66	3	M
101988	859.56	4	F
101989	618.59	3	M
101990	517.69	2	F
101991	630.17	3	F
101992	360.22	1	M
101993	473.85	2	F
101994	280.70	1	F
101995	494.66	2	M
101996	502.07	2	F
101997	497.28	2	F
101998	1002.38	5	M
101999	504.12	2	F
102000	995.95	5	M
102001	650.79	3	F
102002	499.37	2	M
102003	520.99	2	F
102004	788.68	4	M
102005	296.23	1	F
102006	487.69	2	F
102007	308.23	1	F
102008	685.86	3	M
102009	694.81	3	M
102010	520.19	2	M
102011	516.59	2	F
102012	645.65	3	M
102013	612.48	3	F
102014	688.75	3	F
102015	838.70	4	F
102016	538.89	2	M
102017	870.50	4	M
102018	475.19	2	F
102019	616.65	3	M
102020	482.77	2	M
102021	515.82	2	M
102022	705.19	3	M
102023	304.01	1	M
102024	506.24	2	F
102025	813.83	4	M
102026	697.03	3	F
102027	636.27	3	F
102028	816.70	4	M
102029	641.76	3	M
102030	697.54	3	F
102031	349.71	1	M
102032	864.15	4	M
102033	780.25	4	F
102034	638.71	3	M
102035	456.59	2	F
102036	533.27	2	M
102037	875.53	4	M
102038	670.49	3	F
102039	359.76	1	M
102040	694.92	3	F
102041	684.11	3	F
102042	627.27	3	M
102043	813.06	4	F
102044	486.08	2	F
102045	787.77	4	F
102046	810.09	4	M
102047	690.21	3	F
102048	1178.64	6	M
102049	825.01	4	M
102050	501.06	2	M
102051	647.07	3	M
102052	624.00	3	F
102053	534.26	2	M
102054	654.10	3	M
102055	784.88	4	F
102056	828.42	4	F
102057	656.79	3	F
102058	806.33	4	M
102059	515.61	2	F
102060	684.82	3	M
102061	657.66	3	M
102062	496.76	2	F
102063	671.35	3	M
102064	1048.66	5	M
102065	816.53	4	M
102066	486.47	2	M
102067	647.65	3	F
102068	974.22	5	F
102069	855.96	4	M
102070	625.00	3	F
102071	445.97	2	F
102072	647.62	3	F
102073	689.03	3	F
102074	810.57	4	F
102075	473.36	2	M
102076	500.36	2	M
102077	311.36	1	M
102078	318.16	1	M
102079	676.77	3	M
102080	954.03	5	M
102081	824.97	4	F
102082	694.39	3	M
102083	654.65	3	M
102084	874.84	4	M
102085	702.64	3	F
102086	476.35	2	M
102087	674.40	3	F
102088	535.11	2	F
102089	635.07	3	F
102090	621.60	3	M
102091	860.56	4	F
102092	677.07	3	F
102093	649.53	3	M
102094	628.38	3	F
102095	801.24	4	M
102096	824.12	4	F
102097	667.00	3	M
102098	485.72	2	M
102099	633.77	3	M
102100	680.36	3	M
102101	688.55	3	F
102102	520.57	2	F
102103	512.57	2	M
102104	301.67	1	F
102105	1021.58	5	M
102106	369.08	1	M
102107	860.90	4	F
102108	450.22	2	M
102109	355.71	1	M
102110	1038.41	5	F
102111	676.37	3	F
102112	463.31	2	F
102113	504.16	2	F
102114	811.41	4	M
102115	846.28	4	F
102116	781.99	4	F
102117	650.60	3	M
102118	804.64	4	F
102119	806.61	4	F
102120	518.86	2	F
102121	530.22	2	M
102122	865.72	4	M
102123	1041.11	5	F
102124	443.03	2	F
102125	618.71	3	F
102126	506.51	2	M
102127	687.09	3	F
102128	685.24	3	F
102129	346.24	1	F
102130	706.34	3	M
102131	679.41	3	M
102132	624.13	3	F
102133	679.37	3	F
102134	849.72	4	F
102135	704.34	3	F
102136	869.22	4	M
102137	627.39	3	F
102138	794.03	4	F
102139	633.68	3	F
102140	448.56	2	F
102141	643.89	3	F
102142	640.38	3	M
102143	676.66	3	M
102144	507.51	2	F
102145	356.95	1	F
102146	655.17	3	M
102147	638.11	3	F
102148	855.90	4	F
102149	445.16	2	F
102150	535.73	2	F
102151	853.28	4	M
102152	984.70	5	M
102153	476.23	2	F
102154	657.45	3	M
102155	675.26	3	F
102156	495.41	2	F
102157	656.18	3	F
102158	496.45	2	M
102159	306.85	1	M
102160	796.79	4	M
102161	539.78	2	F
102162	624.76	3	F
102163	864.87	4	M
102164	670.45	3	M
102165	500.70	2	M
102166	611.90	3	F
102167	825.15	4	F
102168	497.99	2	M
102169	534.70	2	M
102170	519.21	2	F
102171	475.72	2	M
102172	979.45	5	M
102173	534.28	2	M
102174	637.83	3	M
102175	628.33	3	F
102176	834.53	4	M
102177	786.93	4	F
102178	300.51	1	F
102179	488.02	2	F
102180	336.79	1	M
102181	649.81	3	F
102182	655.92	3	M
102183	468.13	2	F
102184	852.81	4	M
102185	652.23	3	F
102186	856.76	4	F
102187	694.54	3	F
102188	281.15	1	F
102189	690.90	3	F
102190	834.76	4	M
102191	839.55	4	F
102192	626.63	3	F
102193	868.87	4	M
102194	511.55	2	M
102195	638.54	3	M
102196	307.57	1	M
102197	877.44	4	M
102198	614.11	3	F
102199	646.02	3	M
102200	628.94	3	M
102201	314.18	1	F
102202	1016.56	5	M
102203	469.42	2	M
102204	698.16	3	M
102205	641.48	3	F
102206	682.34	3	F
102207	652.84	3	M
102208	865.18	4	M
102209	298.38	1	M
102210	849.12	4	F
102211	698.84	3	F
102212	709.47	3	M
102213	690.33	3	M
102214	533.72	2	M
102215	445.19	2	F
102216	457.41	2	M
102217	665.45	3	M
102218	671.54	3	M
102219	841.70	4	M
102220	844.03	4	M
102221	836.98	4	F
102222	682.78	3	F
102223	445.06	2	F
102224	690.56	3	F
102225	683.97	3	M
102226	467.36	2	M
102227	323.82	1	F
102228	467.34	2	F
102229	635.20	3	F
102230	991.20	5	M
102231	790.95	4	F
102232	789.54	4	M
102233	1022.40	5	M
102234	786.21	4	M
102235	326.08	1	M
102236	1163.15	6	M
102237	452.35	2	F
102238	329.60	1	M
102239	524.89	2	F
102240	458.75	2	F
102241	702.30	3	M
102242	868.76	4	F
102243	684.63	3	M
102244	870.66	4	M
102245	538.98	2	M
102246	641.23	3	M
102247	638.46	3	M
102248	507.89	2	M
102249	638.31	3	M
102250	797.27	4	F
102251	836.62	4	M
102252	517.30	2	M
102253	615.21	3	F
102254	632.06	3	M
102255	665.03	3	M
102256	957.50	5	M
102257	341.26	1	M
102258	647.41	3	F
102259	683.88	3	F
102260	697.85	3	M
102261	491.66	2	F
102262	681.80	3	M
102263	879.81	4	F
102264	504.08	2	M
102265	479.29	2	M
102266	669.46	3	F
102267	649.29	3	F
102268	480.78	2	M
102269	1166.32	6	F
102270	634.09	3	F
102271	518.78	2	M
102272	533.21	2	F
102273	616.34	3	M
102274	836.12	4	F
102275	803.07	4	M
102276	692.54	3	M
102277	976.02	5	F
102278	656.85	3	M
102279	707.35	3	M
102280	629.78	3	M
102281	514.38	2	M
102282	622.10	3	M
102283	834.86	4	F
102284	501.72	2	M
102285	355.49	1	M
102286	510.56	2	F
102287	1151.47	6	F
102288	864.87	4	M
102289	707.42	3	F
102290	644.64	3	M
102291	464.48	2	F
102292	805.74	4	F
102293	846.45	4	M
102294	621.83	3	F
102295	875.69	4	F
102296	833.18	4	M
102297	504.59	2	F
102298	703.21	3	M
102299	531.35	2	F
102300	840.11	4	F
102301	653.54	3	M
102302	485.12	2	M
102303	650.21	3	M
102304	517.47	2	M
102305	788.62	4	F
102306	955.77	5	F
102307	624.21	3	F
102308	797.44	4	F
102309	672.27	3	M
102310	836.79	4	F
102311	974.19	5	F
102312	851.87	4	M
102313	688.39	3	F
102314	1026.71	5	F
102315	978.49	5	M
102316	681.43	3	M
102317	676.78	3	F
102318	697.65	3	M
102319	537.27	2	F
102320	706.53	3	F
102321	706.51	3	F
102322	849.95	4	M
102323	682.83	3	F
102324	875.30	4	F
102325	702.90	3	F
102326	810.03	4	M
102327	283.94	1	F
102328	502.87	2	M
102329	468.25	2	M
102330	836.33	4	M
102331	845.67	4	M
102332	620.01	3	M
102333	843.19	4	M
102334	807.84	4	M
102335	873.69	4	F
102336	699.35	3	M
102337	476.30	2	F
102338	874.03	4	F
102339	493.83	2	F
102340	703.79	3	M
102341	461.61	2	M
102342	786.92	4	F
102343	326.00	1	M
102344	879.23	4	F
102345	1163.94	6	M
102346	535.66	2	M
102347	290.87	1	M
102348	513.92	2	M
102349	1175.76	6	F
102350	465.41	2	M
102351	452.50	2	F
102352	845.98	4	F
102353	644.22	3	F
102354	1030.67	5	M
102355	647.54	3	F
102356	681.97	3	M
102357	637.48	3	M
102358	644.05	3	F
102359	659.14	3	F
102360	707.88	3	M
102361	497.31	2	F
102362	873.96	4	M
102363	665.00	3	M
102364	311.85	1	M
102365	784.83	4	F
102366	840.56	4	F
102367	670.26	3	F
102368	631.72	3	M
102369	528.09	2	F
102370	680.30	3	F
102371	643.63	3	F
102372	618.09	3	M
102373	617.36	3	M
102374	364.68	1	F
